event_id,event_type,customer_id,invoice_id,created_at,payload_size_kb,idempotency_key,priority
EVT_001303,invoice.created,CUST_0027,INV_40386,2024-02-02T15:23:59Z,49.47,0186c181-3242-4181-b160-29ed852bd43b,normal
EVT_001304,invoice.created,CUST_0022,INV_52380,2024-04-02T07:49:22Z,195.48,2874608f-69ad-4dd1-88a4-388227a5c1e2,critical
EVT_001305,invoice.rejected,CUST_0061,INV_75585,2024-03-04T12:20:48Z,86.12,4746700e-7d28-4f3a-9fca-7ad88e82bcf5,critical
EVT_001306,compliance.submitted,CUST_0046,INV_51546,2024-03-01T12:54:55Z,27.0,3fd38ab2-78af-40db-ba01-cfd63d412c39,high
EVT_001307,invoice.paid,CUST_0019,INV_83464,2024-06-12T02:06:22Z,22.64,a9755501-ca9c-4759-9d3c-54cec1d030f0,critical
EVT_001308,invoice.created,CUST_0045,INV_57931,2024-02-04T13:35:52Z,165.61,8df082ff-d691-4682-a3d7-725a87d6b893,normal
EVT_001309,invoice.validated,CUST_0079,INV_60129,2024-04-18T16:49:45Z,19.34,2c6b4066-756b-467e-adcc-370cc6a24462,critical
EVT_001310,invoice.validated,CUST_0047,INV_10735,2024-04-12T03:20:59Z,99.27,c2230bd1-04ed-43d6-92b0-8fb0d8526a53,low
EVT_001311,invoice.created,CUST_0078,INV_94832,2024-02-23T00:24:06Z,213.7,c46f4d61-9c96-49aa-ad60-911daf889fbb,high
EVT_001312,invoice.created,CUST_0036,INV_84996,2024-05-01T09:58:16Z,489.4,e696d00f-7c90-445d-975c-c74491d29d95,critical
EVT_001313,invoice.paid,CUST_0063,INV_94875,2024-02-03T17:49:53Z,37.78,6f980d07-22b1-45fa-8f99-29c7b9f63546,normal
EVT_001314,invoice.validated,CUST_0023,INV_20855,2024-06-18T02:44:59Z,217.49,f9ecf875-b0c7-4269-951a-bcbbbfe96948,low
EVT_001315,compliance.submitted,CUST_0041,INV_46369,2024-01-19T22:16:06Z,49.19,f218a8c0-7ac3-4303-a780-85828108df59,high
EVT_001316,compliance.failed,CUST_0041,INV_32179,2024-06-23T07:45:18Z,494.62,df7a0bee-3da1-4a5a-bb06-3823d53fb9dc,low
EVT_001317,compliance.failed,CUST_0052,INV_97771,2024-03-21T20:27:55Z,4.01,a11c5725-7848-497a-9ff1-059010240bc9,high
EVT_001318,invoice.paid,CUST_0011,INV_15833,2024-02-03T12:18:19Z,14.5,58b1a2a1-ceca-4644-873c-8911ca69b8d0,low
EVT_001319,compliance.submitted,CUST_0040,INV_55964,2024-02-23T03:49:43Z,6.77,7a292a63-2a0c-4aa7-8d29-47b82a7343c5,critical
EVT_001320,invoice.created,CUST_0012,INV_33920,2024-01-23T13:49:07Z,36.75,d2bc60ba-677d-42df-9254-675237c6d114,normal
EVT_001321,compliance.failed,CUST_0002,INV_59090,2024-02-12T05:44:38Z,181.58,327272f9-8558-4919-9484-c03d6be501a8,normal
EVT_001322,invoice.created,CUST_0017,INV_59716,2024-03-01T06:58:28Z,76.7,ac355f28-4602-432f-8f91-742a22acf28a,critical
EVT_001323,invoice.validated,CUST_0029,INV_45756,2024-06-11T04:39:53Z,292.02,4adac9e3-76fc-451a-ad26-4235f62879a7,critical
EVT_001324,invoice.paid,CUST_0034,INV_56550,2024-01-18T22:40:17Z,102.33,94ddca82-fb95-47e3-a623-667a10ce6f6b,normal
EVT_001325,compliance.submitted,CUST_0005,INV_60551,2024-06-11T02:05:48Z,135.31,cd7b7d14-1c5c-4639-b5a4-e0eec767bd6f,high
EVT_001326,invoice.rejected,CUST_0037,INV_76029,2024-02-10T06:46:22Z,283.91,5c437edb-6c66-4180-856e-3cd6963b2ad1,normal
EVT_001327,invoice.paid,CUST_0034,INV_44189,2024-02-12T09:08:29Z,2.54,5dca7afc-025a-47a9-a355-4fd7d871cf77,critical
EVT_001328,compliance.submitted,CUST_0018,INV_52335,2024-03-31T17:31:41Z,19.24,5fe04355-13a0-42a7-ab62-a7970a081f99,high
EVT_001329,invoice.rejected,CUST_0014,INV_11035,2024-05-02T05:33:09Z,8.78,a08b896b-d744-4364-a2fc-ff23a0546538,normal
EVT_001330,invoice.validated,CUST_0046,INV_71189,2024-02-29T11:20:52Z,336.97,0a9e021d-10bc-4693-aac2-18cf233ff1ba,critical
EVT_001331,compliance.failed,CUST_0076,INV_67012,2024-04-21T20:11:32Z,276.0,c054f700-d9ee-4470-93a4-c065401ad17e,high
EVT_001332,invoice.paid,CUST_0077,INV_98939,2024-03-06T14:37:36Z,20.66,e07a7d9c-3b00-42b4-872d-693ade81094e,low
EVT_001333,invoice.rejected,CUST_0054,INV_85692,2024-03-23T16:48:39Z,54.28,1f92e523-300a-4d91-8164-a82bad04d0a3,normal
EVT_001334,invoice.validated,CUST_0073,INV_27025,2024-05-25T23:52:31Z,33.51,d5098725-919b-4f5a-91e6-a78de88a44f8,high
EVT_001335,invoice.rejected,CUST_0019,INV_70124,2024-06-04T15:12:44Z,20.4,94df8263-ac0d-4c67-b358-d3df36bc9fc8,normal
EVT_001336,invoice.created,CUST_0039,INV_34195,2024-02-29T17:10:42Z,12.57,e302824b-a9f4-4765-acfb-0b05c1f56820,normal
EVT_001337,invoice.rejected,CUST_0072,INV_10648,2024-06-13T05:06:01Z,346.89,0eb8ab44-f5b6-44e1-a082-b29965801a6e,critical
EVT_001338,invoice.paid,CUST_0028,INV_97613,2024-06-26T06:06:37Z,19.44,f7cc72b4-0824-4f72-a643-787cdb63c33f,critical
EVT_001339,invoice.validated,CUST_0017,INV_62413,2024-03-02T19:38:59Z,455.77,7a6ac10c-c2a3-4e55-9fd8-7b390f09e0ed,critical
EVT_001340,compliance.submitted,CUST_0077,INV_19392,2024-03-17T11:28:32Z,18.0,7c66ce05-34bf-479b-ba97-1516a0c20c47,normal
EVT_001341,invoice.validated,CUST_0078,INV_58382,2024-02-04T14:17:09Z,200.5,b3785693-b4d8-407a-8223-9cbf709c468a,critical
EVT_001342,invoice.validated,CUST_0010,INV_28098,2024-05-05T08:36:29Z,25.5,99181362-41ef-4f9b-844c-6723ca08ac6f,high
EVT_001343,invoice.validated,CUST_0050,INV_65798,2024-05-07T00:04:13Z,96.66,3e4460f3-48bd-460f-a74c-2e42c35ba9c9,low
EVT_001344,invoice.validated,CUST_0034,INV_31435,2024-03-22T21:26:10Z,20.51,81f6606c-3dac-4c77-996b-a0afff37ca5d,high
EVT_001345,invoice.paid,CUST_0013,INV_11602,2024-05-07T08:34:09Z,358.17,4318a366-a9d9-4f90-89d8-dc67a19358c5,critical
EVT_001346,compliance.failed,CUST_0002,INV_97843,2024-04-04T09:34:25Z,165.7,775350e9-c634-4d7c-8948-818eaa57ffee,low
EVT_001347,invoice.paid,CUST_0078,INV_75806,2024-06-05T17:28:31Z,304.54,bb570056-e968-4215-a60a-3ea1473aed47,high
EVT_001348,invoice.validated,CUST_0015,INV_65583,2024-06-01T12:40:14Z,27.05,bc8f5fe9-43eb-48b9-afe3-f18b88635d81,low
EVT_001349,compliance.submitted,CUST_0044,INV_43795,2024-05-17T09:29:26Z,171.93,c8fff37f-e908-4c73-acff-dec5d1e02622,critical
EVT_001350,invoice.rejected,CUST_0007,INV_15222,2024-03-31T05:57:12Z,314.54,3e03b864-822a-4474-a93f-6f890dc6c287,high
EVT_001351,invoice.rejected,CUST_0033,INV_98473,2024-03-23T15:55:03Z,15.51,4860e1c8-ca5b-4b39-8a96-f67b8097aff3,high
EVT_001352,invoice.created,CUST_0046,INV_68559,2024-03-21T23:38:29Z,145.4,bac93f85-7e0f-4d57-a405-b1f9995268fe,low
EVT_001353,invoice.paid,CUST_0069,INV_42588,2024-05-23T10:29:59Z,9.59,1a1aeb2a-c3d5-4cdb-8591-7e5fcfe2c3bc,critical
EVT_001354,invoice.rejected,CUST_0056,INV_55270,2024-06-22T08:21:40Z,276.16,418d5842-db17-48ca-9cfa-04fbe2da7c30,critical
EVT_001355,invoice.rejected,CUST_0006,INV_58863,2024-01-15T20:41:03Z,2.88,62163bf2-c953-49d5-a4cf-5f3fb9034aa3,critical
EVT_001356,invoice.created,CUST_0066,INV_54272,2024-05-20T20:36:16Z,46.44,8aa8076b-0497-45bf-920d-f9ae499dd392,normal
EVT_001357,compliance.failed,CUST_0033,INV_20391,2024-05-20T02:52:17Z,42.01,7d65fd4e-fcd1-44db-85a3-c23a1f6ffdb3,high
EVT_001358,compliance.submitted,CUST_0039,INV_80668,2024-04-29T12:49:03Z,86.56,ceb8507c-d8c1-4a08-8c55-0d6503648426,critical
EVT_001359,invoice.paid,CUST_0028,INV_46016,2024-05-27T17:12:27Z,286.38,937d0590-99e0-4c54-8fbb-10816bad09a7,low
EVT_001360,invoice.validated,CUST_0078,INV_98894,2024-03-18T09:56:23Z,50.76,d154728b-4efc-4ff5-9402-952adff43cdc,normal
EVT_001361,invoice.paid,CUST_0036,INV_88522,2024-02-21T20:33:30Z,39.72,bf2b35ed-e11e-414b-a55b-64696c07dadf,low
EVT_001362,invoice.created,CUST_0042,INV_90135,2024-02-12T22:12:13Z,458.02,dfc40bdd-835f-472d-b5b8-3906c18d6422,critical
EVT_001363,compliance.submitted,CUST_0077,INV_60992,2024-03-04T20:05:43Z,133.65,b641cadc-927e-49d6-958c-024a2587e750,high
EVT_001364,invoice.paid,CUST_0057,INV_75401,2024-01-30T11:20:22Z,154.66,5118a3a2-63f4-43b8-ab08-f9d42970e53b,critical
EVT_001365,compliance.submitted,CUST_0005,INV_20303,2024-05-08T07:04:41Z,31.94,c3760672-1ce2-40f0-9953-21786d472367,high
EVT_001366,invoice.rejected,CUST_0039,INV_69178,2024-02-26T15:59:38Z,34.05,d9f00be4-a06c-423f-9917-3915aa074c23,high
EVT_001367,invoice.paid,CUST_0073,INV_13068,2024-03-24T19:04:45Z,37.82,72351c03-0043-4ba0-8ae7-6b032037e8ee,critical
EVT_001368,invoice.paid,CUST_0069,INV_89576,2024-01-26T13:45:15Z,47.49,e0c7be26-4a8d-491c-8a2e-b06b17b67e21,low
EVT_001369,invoice.validated,CUST_0074,INV_30855,2024-02-26T04:27:50Z,505.42,023c96e2-7d85-40f3-b768-f6ee22e13f11,critical
EVT_001370,invoice.validated,CUST_0046,INV_64811,2024-05-25T21:13:22Z,440.4,b7c575b0-29c3-4000-9aa8-7d800e864aae,low
EVT_001371,compliance.submitted,CUST_0041,INV_79796,2024-04-07T12:54:33Z,178.86,f47494ba-f818-4b97-bb95-5880bb2ac40b,high
EVT_001372,invoice.validated,CUST_0058,INV_62435,2024-01-31T11:31:22Z,129.9,f2ded94f-2bf6-4659-b831-e4f2a1bbcdda,normal
EVT_001373,compliance.submitted,CUST_0013,INV_95603,2024-03-15T10:33:23Z,21.49,575b9ebb-2db3-4d36-aa9e-76bd914d136b,normal
EVT_001374,compliance.submitted,CUST_0018,INV_75976,2024-04-28T09:26:10Z,49.95,cc3655db-e919-439b-89ae-8e36d482ca6e,high
EVT_001375,invoice.validated,CUST_0079,INV_84620,2024-02-18T12:48:30Z,31.65,276d910e-2d54-4ba0-ad4e-6db2ae344219,critical
EVT_001376,invoice.validated,CUST_0071,INV_31152,2024-04-09T06:59:45Z,158.46,41b23810-a2ea-403d-8fbf-2371c57b0f97,normal
EVT_001377,invoice.rejected,CUST_0042,INV_18495,2024-01-26T18:11:38Z,44.83,34c34b04-0449-4460-b3b4-7cca3077c56c,critical
EVT_001378,invoice.validated,CUST_0031,INV_70477,2024-06-03T17:08:26Z,66.67,f333b6f4-ab7e-4bb0-9345-3374d2a5955f,normal
EVT_001379,compliance.failed,CUST_0032,INV_19154,2024-03-30T18:03:54Z,411.18,83a194f2-0a7b-4ee8-86a1-29704b21d291,critical
EVT_001380,invoice.paid,CUST_0050,INV_44082,2024-01-14T15:55:39Z,423.33,27b49020-f97d-4929-bf0a-50e526672443,low
EVT_001381,compliance.failed,CUST_0057,INV_17836,2024-04-03T08:43:32Z,15.36,7c9b28d3-7204-47f4-995a-b5dd049f3f2a,high
EVT_001382,compliance.submitted,CUST_0052,INV_92479,2024-05-19T03:42:46Z,32.83,6081fffe-c0f7-47b3-9174-7cba1a20420b,high
EVT_001383,invoice.created,CUST_0075,INV_32145,2024-05-26T07:55:38Z,18.96,ebb236b3-ba43-4b1d-8ca4-ae478fa40ee2,critical
EVT_001384,invoice.created,CUST_0027,INV_53257,2024-02-21T08:41:42Z,61.11,a592f8bb-3c9b-478d-a178-bb62479ed7ee,normal
EVT_001385,invoice.rejected,CUST_0034,INV_68284,2024-03-07T11:53:58Z,117.56,e12d5c65-e3fc-41bc-8b04-4ab192634ffa,low
EVT_001386,compliance.submitted,CUST_0018,INV_47805,2024-01-29T17:50:30Z,375.82,753eb167-dd9c-4157-8216-80309899f414,high
EVT_001387,invoice.validated,CUST_0040,INV_84401,2024-05-19T00:02:26Z,121.29,3a2a7037-8492-49f2-89d1-48662ba6c82b,normal
EVT_001388,compliance.submitted,CUST_0017,INV_48316,2024-01-29T10:51:40Z,43.1,fdb3c636-2b0c-4e17-8ecf-8443f61b40bd,high
EVT_001389,invoice.created,CUST_0019,INV_44002,2024-04-23T10:43:53Z,471.51,f1ee2155-0be7-472b-8b80-da854f61c65e,critical
EVT_001390,invoice.validated,CUST_0062,INV_55116,2024-04-30T02:13:56Z,356.34,238221dc-690e-49f2-9e0b-b83c836c4707,high
EVT_001391,invoice.paid,CUST_0049,INV_94984,2024-06-17T01:05:48Z,128.79,f69cca74-a53d-43cf-b28a-ed26c16cf3cc,low
EVT_001392,invoice.validated,CUST_0009,INV_50541,2024-03-07T11:32:45Z,389.9,6c893d98-12e8-4c49-86f9-a14fa4e57dd4,low
EVT_001393,invoice.paid,CUST_0026,INV_70204,2024-03-10T05:25:02Z,203.81,3c93068a-a95c-4fa3-adc2-1c6cf501ca34,normal
EVT_001394,compliance.failed,CUST_0026,INV_14304,2024-03-11T14:18:50Z,20.53,fe3813c2-5e3d-4d68-9f3b-c5a46afb154d,high
EVT_001395,compliance.failed,CUST_0071,INV_80481,2024-04-13T20:08:01Z,217.46,d1cb9ab5-36e2-46da-af91-c3166967cf53,normal
EVT_001396,compliance.failed,CUST_0032,INV_33944,2024-02-19T17:22:56Z,276.47,95441c6e-089e-453f-ae3c-c6650032c317,critical
EVT_001397,compliance.submitted,CUST_0023,INV_44834,2024-01-08T19:29:54Z,28.05,e98dafd5-2f18-45ad-80c4-0e1fe3e47652,normal
EVT_001398,invoice.created,CUST_0067,INV_37227,2024-02-28T18:58:04Z,137.85,f49536ba-8437-41a1-98be-7c9512c8de0e,low
EVT_001399,invoice.created,CUST_0069,INV_51793,2024-06-20T04:44:36Z,60.96,36f2994d-125e-4b53-aae0-4d2a9ec9b9e1,low
EVT_001400,invoice.created,CUST_0061,INV_81089,2024-02-08T07:55:59Z,29.88,4c0c13b5-e25b-4840-b39a-ef651b71b123,critical
EVT_001401,invoice.paid,CUST_0015,INV_94230,2024-05-19T19:21:24Z,170.86,29cdf99c-11fc-46a9-a7b4-164989b1325b,low
EVT_001402,invoice.paid,CUST_0033,INV_88820,2024-05-26T12:30:20Z,144.67,c218a64f-e0ba-4d40-a34c-1cd323eb460c,high
EVT_001403,compliance.submitted,CUST_0039,INV_42639,2024-02-21T07:15:38Z,356.96,9946fbc2-98b9-4037-a4c9-bb9850a8c69d,critical
EVT_001404,invoice.validated,CUST_0015,INV_73908,2024-05-26T22:04:06Z,184.01,ded08fb4-c891-449b-8a4c-736211c9e2ee,normal
EVT_001405,invoice.paid,CUST_0023,INV_98208,2024-01-13T17:31:45Z,338.28,03c06f5d-be95-41b3-9a00-780e65ccc68f,normal
EVT_001406,invoice.created,CUST_0025,INV_40382,2024-05-31T05:25:58Z,299.84,dca6a54c-72e8-4612-a50e-b6adac9b6e02,critical
EVT_001407,invoice.rejected,CUST_0014,INV_89891,2024-05-12T23:08:56Z,11.3,57f67b41-833d-402e-a302-2c6cad5556da,critical
EVT_001408,invoice.validated,CUST_0022,INV_89970,2024-06-14T12:16:22Z,98.85,513fda6c-490c-4509-b70b-ebda1620948e,critical
EVT_001409,invoice.rejected,CUST_0035,INV_71863,2024-02-14T09:55:45Z,175.17,c12b262a-a63e-4500-94d2-b430d7a33bf0,high
EVT_001410,compliance.failed,CUST_0046,INV_51333,2024-06-10T00:29:52Z,113.79,d410ded0-5049-4801-98d5-a331c19a6050,low
EVT_001411,invoice.paid,CUST_0052,INV_56348,2024-01-11T17:45:04Z,70.99,1e84e4ce-362f-4df7-85ef-7d078b528ec7,low
EVT_001412,compliance.failed,CUST_0026,INV_43545,2024-02-10T12:11:18Z,106.02,d6beeefb-e974-4fb9-a9cf-6443f02dec78,high
EVT_001413,compliance.failed,CUST_0072,INV_36142,2024-04-18T17:39:35Z,142.63,275738a6-6c06-4da2-993c-4374a8b9a3f2,low
EVT_001414,invoice.validated,CUST_0010,INV_52661,2024-02-17T05:06:15Z,36.42,516a3b39-b757-455b-990b-d11118979724,critical
EVT_001415,invoice.rejected,CUST_0063,INV_89522,2024-02-18T12:22:02Z,58.9,3b9e01e3-49e9-4839-82b8-bb552c2abdd7,high
EVT_001416,invoice.paid,CUST_0069,INV_47255,2024-03-12T17:45:22Z,70.14,e3a4d54a-3d3c-4669-90c4-a7ac6e9e8b24,critical
EVT_001417,invoice.validated,CUST_0020,INV_87307,2024-06-18T16:54:18Z,15.64,53bbf652-c07d-4c21-b61a-2accb7af899c,high
EVT_001418,compliance.failed,CUST_0074,INV_44172,2024-04-16T03:16:17Z,28.28,7ef29141-0f5d-4a2c-a062-fdb7886b84c0,low
EVT_001419,invoice.rejected,CUST_0041,INV_68437,2024-06-14T17:17:15Z,37.62,114f5179-0959-4cdc-936a-2dbdc63ddd7b,critical
EVT_001420,invoice.validated,CUST_0047,INV_98823,2024-03-05T15:56:55Z,48.6,2ea10b03-fadc-4f01-a31b-be1f7b01b9aa,normal
EVT_001421,invoice.paid,CUST_0016,INV_66011,2024-05-04T17:03:23Z,214.99,c3b84b9a-3ce9-404d-8d10-a7d518861485,low
EVT_001422,invoice.created,CUST_0066,INV_84149,2024-03-13T12:31:00Z,54.81,ca061dcf-3dab-4468-877e-0c5c3d68a1d6,critical
EVT_001423,invoice.rejected,CUST_0037,INV_93148,2024-04-21T14:50:03Z,228.75,d939b616-4a31-48b7-880d-a75247d77b6f,low
EVT_001424,compliance.submitted,CUST_0069,INV_21498,2024-01-31T17:22:36Z,29.12,f001d3a3-1a29-4346-8608-ce4e9fa575df,low
EVT_001425,invoice.rejected,CUST_0056,INV_71042,2024-06-07T19:01:05Z,430.55,c1e90bae-0c3a-49ab-8fa4-7b1b51037c9c,high
EVT_001426,compliance.failed,CUST_0010,INV_85395,2024-02-05T06:39:40Z,129.16,9ba166b9-f1a3-4128-8872-7e0b2deaac5e,low
EVT_001427,invoice.rejected,CUST_0052,INV_10832,2024-04-21T14:28:20Z,108.49,416e19cc-79a4-49ea-8eff-e0a94c389ddb,critical
EVT_001428,invoice.validated,CUST_0020,INV_86595,2024-02-20T06:20:31Z,342.82,aaa0b2c6-0c0b-40ff-8ac9-123091a9357f,normal
EVT_001429,invoice.rejected,CUST_0074,INV_85609,2024-06-28T16:28:26Z,8.48,52474cd8-d904-4c40-97ba-e62a15c4488f,low
EVT_001430,compliance.submitted,CUST_0004,INV_15171,2024-04-13T13:55:36Z,131.01,af9d3374-a067-46f0-a7fb-7d075d78ffc2,high
EVT_001431,invoice.validated,CUST_0030,INV_36437,2024-05-07T19:16:50Z,15.84,40ec8934-48d9-403c-9a53-702810bda859,high
EVT_001432,invoice.paid,CUST_0004,INV_26136,2024-01-27T15:55:15Z,338.51,5e265925-1e11-4ce3-8d58-b3375ea0b2eb,normal
EVT_001433,invoice.paid,CUST_0049,INV_67481,2024-01-10T13:21:18Z,20.56,7905d875-ceef-4f90-8e86-d8a3f565888a,low
EVT_001434,compliance.submitted,CUST_0023,INV_77698,2024-04-08T09:24:31Z,163.49,96c671b7-c61c-4c51-96ff-ee49fcdafccb,high
EVT_001435,invoice.validated,CUST_0041,INV_37568,2024-03-21T14:38:09Z,169.97,feb16242-edd9-4aa4-ae23-fcd1d62ad3b7,low
EVT_001436,invoice.created,CUST_0059,INV_59811,2024-01-04T03:14:35Z,110.05,633a4a58-8e11-479e-8f04-ebc8f9dbe0e3,high
EVT_001437,invoice.created,CUST_0040,INV_66904,2024-06-11T10:32:02Z,271.56,ebff96e2-e44b-4281-84c1-6dffd05df2a0,low
EVT_001438,invoice.paid,CUST_0050,INV_12077,2024-06-19T02:11:05Z,91.21,199ddbe1-8539-4514-9a6a-d55930876187,low
EVT_001439,invoice.validated,CUST_0019,INV_33246,2024-06-13T13:14:21Z,248.6,9d671158-c4cb-4c41-aeaa-a58d7188a048,critical
EVT_001440,compliance.submitted,CUST_0005,INV_37502,2024-01-12T21:07:34Z,149.14,f797ef10-1f10-45f8-832f-c4e1564bb7b7,normal
EVT_001441,invoice.validated,CUST_0054,INV_77973,2024-02-03T11:32:07Z,48.3,017430db-b520-4001-99b6-a30f625ace84,high
EVT_001442,invoice.validated,CUST_0015,INV_13929,2024-06-01T17:37:13Z,95.91,e5531132-ac17-41b2-9395-6a691e36c662,high
EVT_001443,invoice.created,CUST_0004,INV_53461,2024-06-01T02:17:51Z,2.4,3eebfa2f-2b3b-4a51-8eb3-9fda98c88eea,critical
EVT_001444,invoice.paid,CUST_0006,INV_88447,2024-04-14T18:08:07Z,75.46,e308530f-8bae-4bed-9884-5901cf2936b2,normal
EVT_001445,invoice.created,CUST_0012,INV_24733,2024-03-22T12:47:45Z,329.5,1f3a9328-ac40-4f8f-a7be-aab0f270f462,critical
EVT_001446,compliance.submitted,CUST_0018,INV_93473,2024-06-15T09:30:59Z,121.44,9a4d304d-65ed-40ed-9195-b19171b9fe16,normal
EVT_001447,compliance.submitted,CUST_0042,INV_57917,2024-05-07T10:55:32Z,150.26,e46c174f-bffb-4eaf-9413-e4f6b4e8912a,normal
EVT_001448,compliance.submitted,CUST_0017,INV_27014,2024-02-12T14:03:50Z,405.67,0b0edf48-4ac8-46d5-9b3e-f411579ad6d1,low
EVT_001449,compliance.submitted,CUST_0052,INV_23792,2024-02-24T19:36:44Z,87.6,5bdd7837-c75e-4112-b900-139f39ef7059,high
EVT_001450,compliance.submitted,CUST_0060,INV_78146,2024-05-09T18:45:59Z,26.33,29225e4b-0274-47e2-891f-2891a93f9fc1,high
EVT_001451,compliance.failed,CUST_0055,INV_29034,2024-03-13T18:33:28Z,190.19,f3d02e59-6d0e-48a0-92e1-d1951bb43f92,low
EVT_001452,invoice.created,CUST_0026,INV_28737,2024-02-05T08:59:06Z,175.31,95f9e4ce-43cc-45e0-8d97-b3076124bc15,high
EVT_001453,invoice.paid,CUST_0002,INV_73418,2024-04-21T02:07:02Z,471.29,e7537953-e097-4063-9db1-cecab5b96e95,critical
EVT_001454,invoice.paid,CUST_0058,INV_91436,2024-02-11T17:12:33Z,432.43,593be11b-4eb7-4ce2-b8b6-0d7fae3d4d32,high
EVT_001455,invoice.validated,CUST_0044,INV_43460,2024-06-22T07:28:35Z,180.8,b7b4b84b-2c3e-48f5-a05f-619dfdc0dd3a,low
EVT_001456,compliance.submitted,CUST_0044,INV_44454,2024-05-28T05:05:34Z,400.4,111cdc8e-9c9f-4919-a822-08f0b9608ae7,normal
EVT_001457,invoice.paid,CUST_0013,INV_24566,2024-02-14T02:28:46Z,156.9,5ec995c8-46e0-4ddc-8171-ca83ebf8a9ce,high
EVT_001458,compliance.submitted,CUST_0058,INV_20874,2024-03-25T16:40:19Z,256.98,560988f0-ec59-4850-b713-819b435d3ae6,normal
EVT_001459,compliance.failed,CUST_0019,INV_39079,2024-06-12T02:44:36Z,432.31,7d0aad52-a917-48da-8d9b-304c62377ed8,normal
EVT_001460,compliance.submitted,CUST_0073,INV_78818,2024-06-15T23:32:47Z,368.31,280088cb-2724-4932-ba2e-6e1abc17490a,normal
EVT_001461,invoice.created,CUST_0048,INV_99180,2024-01-31T19:49:39Z,392.87,7eec5ace-0a93-4bbd-a8bf-0dfdcf79b580,normal
EVT_001462,invoice.paid,CUST_0070,INV_36502,2024-04-28T09:14:50Z,193.86,7e4b23d5-1609-4975-b5de-98caa60ac4e9,critical
EVT_001463,invoice.paid,CUST_0067,INV_71342,2024-03-22T19:13:59Z,16.77,bf6867bf-7fff-4edb-a821-2f2d11a0f0a3,high
EVT_001464,invoice.rejected,CUST_0072,INV_37361,2024-05-09T17:39:56Z,46.23,e2a25ba6-3d0b-4236-9d13-da00ee690932,critical
EVT_001465,invoice.paid,CUST_0018,INV_31004,2024-01-28T22:07:02Z,38.47,337ea6ba-cd23-47fd-8a00-263062decaaf,critical
EVT_001466,invoice.paid,CUST_0021,INV_61249,2024-05-05T10:58:21Z,29.98,dde5ca99-f701-429d-bb3d-3faa80be7b22,high
EVT_001467,invoice.paid,CUST_0018,INV_26183,2024-06-22T07:59:48Z,36.57,f457af6e-4c77-480a-8dac-627faf403c28,critical
EVT_001468,invoice.rejected,CUST_0019,INV_52922,2024-05-10T12:51:23Z,1.53,7c7ec393-fe37-4243-8c86-4c72e2e35bba,critical
EVT_001469,invoice.paid,CUST_0030,INV_49167,2024-05-08T05:47:13Z,41.29,c9127673-095d-473f-a5ff-696a9589d256,low
EVT_001470,invoice.rejected,CUST_0044,INV_15370,2024-06-18T22:53:34Z,183.67,3c40df3f-fd4a-4361-8410-a70669ea857d,critical
EVT_001471,compliance.failed,CUST_0075,INV_73871,2024-02-02T17:03:42Z,232.15,59c962e3-7379-486d-b181-b061a40986a8,high
EVT_001472,compliance.failed,CUST_0031,INV_74819,2024-06-17T19:31:02Z,331.56,11d6c1c4-b031-4068-a78e-6d323d9c06f5,low
EVT_001473,compliance.failed,CUST_0036,INV_46158,2024-06-12T13:31:08Z,302.59,fba357be-9113-4105-b4ec-87bd25d786c4,high
EVT_001474,invoice.created,CUST_0046,INV_23255,2024-01-17T03:14:35Z,35.94,580a4267-36a1-4344-802c-b0212389630a,critical
EVT_001475,compliance.failed,CUST_0035,INV_73945,2024-01-21T04:30:50Z,317.26,a462dfb2-55af-4443-906e-9ac97fa02ee2,critical
EVT_001476,invoice.created,CUST_0006,INV_87377,2024-04-26T19:56:58Z,42.07,df3fa73d-8f8b-4d10-838b-9bcf071e6c33,low
EVT_001477,compliance.submitted,CUST_0031,INV_98160,2024-03-11T00:59:15Z,454.37,5994e762-1590-41cc-846a-256f82f9f238,low
EVT_001478,invoice.paid,CUST_0045,INV_70390,2024-05-05T15:39:03Z,493.34,0c49a080-6e54-4b4f-b82b-dfac7268d33b,critical
EVT_001479,compliance.submitted,CUST_0004,INV_33689,2024-02-11T22:49:01Z,191.89,5c46dfdf-dce7-4353-bea8-d34a9894ec9f,low
EVT_001480,invoice.rejected,CUST_0059,INV_57000,2024-06-13T22:37:51Z,41.1,522ac57e-a633-40a7-8474-ddca164664b0,high
EVT_001481,invoice.created,CUST_0058,INV_52534,2024-06-01T04:21:08Z,23.45,ce0ea2fb-deb6-45aa-9d37-6f0a8af778aa,normal
EVT_001482,compliance.submitted,CUST_0072,INV_94972,2024-05-29T16:13:47Z,16.77,41462ffa-6e3e-4538-9926-bf1b28156b88,critical
EVT_001483,invoice.rejected,CUST_0012,INV_90793,2024-03-05T19:26:58Z,170.77,47901cd8-2767-43b5-af3b-fb8fd44fc0ef,high
EVT_001484,compliance.failed,CUST_0013,INV_21853,2024-06-26T12:20:49Z,32.33,9b53d50f-15fc-4f3f-ba3d-ec139b287e3e,critical
EVT_001485,compliance.failed,CUST_0026,INV_73627,2024-02-21T09:30:00Z,18.18,bae763cf-8b07-4a54-bc8f-fb48a9b9780b,normal
EVT_001486,invoice.created,CUST_0042,INV_34876,2024-01-04T02:13:36Z,418.47,4e4e5b66-a1cb-43e5-91f2-3c0832409a36,high
