event_id,delivery_state,failure_reason,safe_to_replay,recommended_action
EVT_000946,failed,endpoint_deleted,False,contact_customer
EVT_000547,failed,payload_too_large,False,reduce_payload
EVT_003906,failed,payload_too_large,False,reduce_payload
EVT_002493,failed,payload_too_large,False,reduce_payload
EVT_003271,recovered,customer_endpoint_down,False,none
EVT_001158,failed,payload_too_large,False,reduce_payload
EVT_000021,failed,payload_too_large,False,reduce_payload
EVT_004486,failed,endpoint_deleted,False,contact_customer
EVT_004124,expired,customer_endpoint_down,False,notify_customer
EVT_001037,failed,endpoint_deleted,False,contact_customer
EVT_004128,recovered,rate_limited,False,none
EVT_000812,failed,payload_too_large,False,reduce_payload
EVT_004723,failed,payload_too_large,False,reduce_payload
EVT_000683,failed,customer_endpoint_down,True,replay_after_fix
EVT_004315,failed,endpoint_deleted,False,contact_customer
EVT_003204,recovered,rate_limited,False,none
EVT_002257,failed,endpoint_deleted,False,contact_customer
EVT_000689,failed,payload_too_large,False,reduce_payload
EVT_001071,failed,payload_too_large,False,reduce_payload
EVT_001572,expired,customer_endpoint_down,False,notify_customer
EVT_000058,delivered,none,False,none
EVT_003195,failed,payload_too_large,False,reduce_payload
EVT_000201,delivered,none,False,none
EVT_004498,recovered,customer_endpoint_down,False,none
EVT_000340,failed,endpoint_deleted,False,contact_customer
EVT_003626,delivered,none,False,none
EVT_003853,failed,endpoint_deleted,False,contact_customer
EVT_004602,failed,customer_endpoint_down,True,replay_after_fix
EVT_004382,duplicate,duplicate_event,False,investigate_idempotency
EVT_004754,failed,endpoint_deleted,False,contact_customer
EVT_004902,failed,customer_endpoint_down,True,replay_after_fix
EVT_002904,failed,endpoint_deleted,False,contact_customer
EVT_003967,failed,payload_too_large,False,reduce_payload
EVT_001649,failed,customer_endpoint_down,True,replay_after_fix
EVT_004888,delivered,none,False,none
EVT_001349,recovered,malformed_response,False,none
EVT_004245,recovered,customer_endpoint_down,False,none
EVT_002036,failed,payload_too_large,False,reduce_payload
EVT_003673,delivered,none,False,none
EVT_003047,failed,payload_too_large,False,reduce_payload
EVT_000411,failed,payload_too_large,False,reduce_payload
EVT_004547,delivered,none,False,none
EVT_003137,failed,payload_too_large,False,reduce_payload
EVT_000026,failed,endpoint_deleted,False,contact_customer
EVT_002943,failed,endpoint_deleted,False,contact_customer
EVT_001834,delivered,none,False,none
EVT_003396,failed,customer_endpoint_down,True,replay_after_fix
EVT_004468,failed,customer_endpoint_down,True,replay_after_fix
EVT_001533,recovered,customer_endpoint_down,False,none
EVT_003233,expired,customer_endpoint_down,False,notify_customer
EVT_002406,failed,payload_too_large,False,reduce_payload
EVT_004959,delivered,none,False,none
EVT_000266,failed,endpoint_deleted,False,contact_customer
EVT_004483,recovered,customer_endpoint_down,False,none
EVT_001858,recovered,customer_endpoint_down,False,none
EVT_001628,recovered,malformed_response,False,none
EVT_002855,delivered,none,False,none
EVT_002202,failed,endpoint_deleted,False,contact_customer
EVT_003419,recovered,rate_limited,False,none
EVT_000551,recovered,customer_endpoint_down,False,none
EVT_002509,failed,payload_too_large,False,reduce_payload
EVT_002274,failed,customer_endpoint_down,True,replay_after_fix
EVT_003948,failed,customer_endpoint_down,True,replay_after_fix
EVT_004683,failed,endpoint_deleted,False,contact_customer
EVT_000035,delivered,none,False,none
EVT_003055,failed,endpoint_deleted,False,contact_customer
EVT_002580,failed,payload_too_large,False,reduce_payload
EVT_002936,recovered,malformed_response,False,none
EVT_000426,recovered,rate_limited,False,none
EVT_001599,failed,payload_too_large,False,reduce_payload
EVT_000108,failed,payload_too_large,False,reduce_payload
EVT_003382,failed,payload_too_large,False,reduce_payload
EVT_001368,recovered,customer_endpoint_down,False,none
EVT_000570,failed,payload_too_large,False,reduce_payload
EVT_000008,recovered,rate_limited,False,none
EVT_003210,failed,customer_endpoint_down,True,replay_after_fix
EVT_002319,failed,payload_too_large,False,reduce_payload
EVT_002261,recovered,customer_endpoint_down,False,none
EVT_002723,expired,customer_endpoint_down,False,notify_customer
EVT_001236,failed,endpoint_deleted,False,contact_customer
EVT_000939,failed,endpoint_deleted,False,contact_customer
EVT_000015,failed,endpoint_deleted,False,contact_customer
EVT_004370,failed,customer_endpoint_down,True,replay_after_fix
EVT_004911,failed,endpoint_deleted,False,contact_customer
EVT_003747,delivered,none,False,none
EVT_004639,recovered,customer_endpoint_down,False,none
EVT_004886,delivered,none,False,none
EVT_000932,failed,customer_endpoint_down,True,replay_after_fix
EVT_000638,failed,payload_too_large,False,reduce_payload
EVT_003728,recovered,rate_limited,False,none
EVT_000808,failed,customer_endpoint_down,True,replay_after_fix
EVT_000239,failed,endpoint_deleted,False,contact_customer
EVT_002711,failed,endpoint_deleted,False,contact_customer
EVT_002755,delivered,none,False,none
EVT_000272,recovered,customer_endpoint_down,False,none
EVT_004407,failed,endpoint_deleted,False,contact_customer
EVT_001315,failed,malformed_response,True,replay_after_fix
EVT_001064,delivered,none,False,none
EVT_004283,recovered,customer_endpoint_down,False,none
EVT_001105,failed,endpoint_deleted,False,contact_customer
EVT_000318,recovered,invalid_signature,False,none
EVT_004651,delivered,none,False,none
EVT_003649,failed,payload_too_large,False,reduce_payload
EVT_004144,recovered,customer_endpoint_down,False,none
EVT_002543,failed,payload_too_large,False,reduce_payload
EVT_001725,failed,payload_too_large,False,reduce_payload
EVT_000973,failed,payload_too_large,False,reduce_payload
EVT_003837,failed,payload_too_large,False,reduce_payload
EVT_000253,failed,endpoint_deleted,False,contact_customer
EVT_001773,failed,endpoint_deleted,False,contact_customer
EVT_001265,failed,payload_too_large,False,reduce_payload
EVT_002455,failed,endpoint_deleted,False,contact_customer
EVT_001151,failed,payload_too_large,False,reduce_payload
EVT_004589,duplicate,duplicate_event,False,investigate_idempotency
EVT_001560,recovered,customer_endpoint_down,False,none
EVT_000309,failed,endpoint_deleted,False,contact_customer
EVT_000348,recovered,customer_endpoint_down,False,none
EVT_002133,failed,payload_too_large,False,reduce_payload
EVT_004480,failed,endpoint_deleted,False,contact_customer
EVT_002977,recovered,malformed_response,False,none
EVT_004525,failed,endpoint_deleted,False,contact_customer
EVT_003290,failed,endpoint_deleted,False,contact_customer
EVT_001705,failed,payload_too_large,False,reduce_payload
EVT_000296,failed,payload_too_large,False,reduce_payload
EVT_001325,delivered,none,False,none
EVT_001050,recovered,invalid_signature,False,none
EVT_004941,delivered,none,False,none
EVT_000494,delivered,none,False,none
EVT_003701,failed,payload_too_large,False,reduce_payload
EVT_002928,failed,endpoint_deleted,False,contact_customer
EVT_003191,failed,endpoint_deleted,False,contact_customer
EVT_004087,failed,payload_too_large,False,reduce_payload
EVT_002625,failed,endpoint_deleted,False,contact_customer
EVT_003013,failed,payload_too_large,False,reduce_payload
EVT_003527,failed,endpoint_deleted,False,contact_customer
EVT_004410,failed,customer_endpoint_down,True,replay_after_fix
EVT_000341,delivered,none,False,none
EVT_003744,failed,payload_too_large,False,reduce_payload
EVT_002631,failed,customer_endpoint_down,True,replay_after_fix
EVT_001466,expired,customer_endpoint_down,False,notify_customer
EVT_000780,failed,payload_too_large,False,reduce_payload
EVT_003213,failed,payload_too_large,False,reduce_payload
EVT_001661,delivered,none,False,none
EVT_003345,failed,endpoint_deleted,False,contact_customer
EVT_004856,delivered,none,False,none
EVT_004739,failed,payload_too_large,False,reduce_payload
EVT_000275,delivered,none,False,none
EVT_004596,recovered,customer_endpoint_down,False,none
EVT_000285,failed,endpoint_deleted,False,contact_customer
EVT_000262,delivered,none,False,none
EVT_002835,failed,payload_too_large,False,reduce_payload
EVT_001734,failed,payload_too_large,False,reduce_payload
EVT_002653,failed,customer_endpoint_down,True,replay_after_fix
EVT_003690,failed,customer_endpoint_down,True,replay_after_fix
EVT_001529,failed,payload_too_large,False,reduce_payload
EVT_003770,failed,endpoint_deleted,False,contact_customer
EVT_001015,recovered,customer_endpoint_down,False,none
EVT_003590,recovered,invalid_signature,False,none
EVT_003814,recovered,rate_limited,False,none
EVT_004753,failed,endpoint_deleted,False,contact_customer
EVT_000731,failed,customer_endpoint_down,True,replay_after_fix
EVT_004942,failed,endpoint_deleted,False,contact_customer
EVT_001712,recovered,customer_endpoint_down,False,none
EVT_004878,failed,endpoint_deleted,False,contact_customer
EVT_000949,failed,payload_too_large,False,reduce_payload
EVT_003857,delivered,none,False,none
EVT_004053,recovered,rate_limited,False,none
EVT_004611,failed,payload_too_large,False,reduce_payload
EVT_004803,recovered,customer_endpoint_down,False,none
EVT_002182,failed,payload_too_large,False,reduce_payload
EVT_000237,failed,endpoint_deleted,False,contact_customer
EVT_004296,recovered,invalid_signature,False,none
EVT_004511,delivered,none,False,none
EVT_004858,failed,payload_too_large,False,reduce_payload
EVT_003429,recovered,customer_endpoint_down,False,none
EVT_002149,failed,payload_too_large,False,reduce_payload
EVT_003599,failed,payload_too_large,False,reduce_payload
EVT_004431,delivered,none,False,none
EVT_002340,failed,endpoint_deleted,False,contact_customer
EVT_001336,delivered,none,False,none
EVT_000014,failed,payload_too_large,False,reduce_payload
EVT_003126,recovered,customer_endpoint_down,False,none
EVT_004535,recovered,invalid_signature,False,none
EVT_000984,failed,customer_endpoint_down,True,replay_after_fix
EVT_002017,failed,payload_too_large,False,reduce_payload
EVT_001538,failed,endpoint_deleted,False,contact_customer
EVT_003668,failed,payload_too_large,False,reduce_payload
EVT_001289,duplicate,duplicate_event,False,investigate_idempotency
EVT_003778,recovered,customer_endpoint_down,False,none
EVT_004134,recovered,rate_limited,False,none
EVT_001527,recovered,customer_endpoint_down,False,none
EVT_002464,recovered,rate_limited,False,none
EVT_001106,failed,customer_endpoint_down,True,replay_after_fix
EVT_002869,recovered,invalid_signature,False,none
EVT_003952,failed,payload_too_large,False,reduce_payload
EVT_004224,failed,payload_too_large,False,reduce_payload
EVT_000546,recovered,customer_endpoint_down,False,none
EVT_003662,failed,payload_too_large,False,reduce_payload
EVT_003162,recovered,customer_endpoint_down,False,none
EVT_003157,failed,payload_too_large,False,reduce_payload
EVT_004556,failed,endpoint_deleted,False,contact_customer
EVT_001003,expired,customer_endpoint_down,False,notify_customer
EVT_002531,failed,endpoint_deleted,False,contact_customer
EVT_003405,failed,payload_too_large,False,reduce_payload
EVT_000079,failed,payload_too_large,False,reduce_payload
EVT_000593,recovered,rate_limited,False,none
EVT_003086,expired,customer_endpoint_down,False,notify_customer
EVT_003987,failed,payload_too_large,False,reduce_payload
EVT_003555,failed,payload_too_large,False,reduce_payload
EVT_003748,failed,customer_endpoint_down,True,replay_after_fix
EVT_003968,delivered,none,False,none
EVT_003207,recovered,customer_endpoint_down,False,none
EVT_002542,failed,endpoint_deleted,False,contact_customer
EVT_004334,failed,payload_too_large,False,reduce_payload
EVT_004668,failed,payload_too_large,False,reduce_payload
EVT_001468,failed,endpoint_deleted,False,contact_customer
EVT_004577,recovered,invalid_signature,False,none
EVT_000630,failed,payload_too_large,False,reduce_payload
EVT_004223,failed,endpoint_deleted,False,contact_customer
EVT_003900,recovered,invalid_signature,False,none
EVT_002447,delivered,none,False,none
EVT_003284,recovered,invalid_signature,False,none
EVT_002108,delivered,none,False,none
EVT_001868,expired,customer_endpoint_down,False,notify_customer
EVT_004402,failed,endpoint_deleted,False,contact_customer
EVT_003372,failed,payload_too_large,False,reduce_payload
EVT_004830,failed,payload_too_large,False,reduce_payload
EVT_000629,recovered,customer_endpoint_down,False,none
EVT_001449,failed,customer_endpoint_down,True,replay_after_fix
EVT_004286,failed,endpoint_deleted,False,contact_customer
EVT_002829,recovered,customer_endpoint_down,False,none
EVT_000730,failed,payload_too_large,False,reduce_payload
EVT_001055,failed,endpoint_deleted,False,contact_customer
EVT_002795,failed,payload_too_large,False,reduce_payload
EVT_004710,failed,payload_too_large,False,reduce_payload
EVT_004852,failed,payload_too_large,False,reduce_payload
EVT_001205,failed,endpoint_deleted,False,contact_customer
EVT_004719,failed,payload_too_large,False,reduce_payload
EVT_002355,recovered,customer_endpoint_down,False,none
EVT_003655,failed,customer_endpoint_down,True,replay_after_fix
EVT_001263,failed,payload_too_large,False,reduce_payload
EVT_003058,failed,payload_too_large,False,reduce_payload
EVT_003710,failed,endpoint_deleted,False,contact_customer
EVT_003732,expired,customer_endpoint_down,False,notify_customer
EVT_004448,recovered,rate_limited,False,none
EVT_000923,failed,endpoint_deleted,False,contact_customer
EVT_003206,failed,customer_endpoint_down,True,replay_after_fix
EVT_002641,failed,payload_too_large,False,reduce_payload
EVT_004066,delivered,none,False,none
EVT_001946,failed,malformed_response,True,replay_after_fix
EVT_001206,failed,payload_too_large,False,reduce_payload
EVT_000709,failed,malformed_response,True,replay_after_fix
EVT_004784,failed,endpoint_deleted,False,contact_customer
EVT_004096,recovered,customer_endpoint_down,False,none
EVT_002751,recovered,customer_endpoint_down,False,none
EVT_003205,failed,endpoint_deleted,False,contact_customer
EVT_000712,failed,endpoint_deleted,False,contact_customer
EVT_003934,delivered,none,False,none
EVT_003155,recovered,malformed_response,False,none
EVT_001810,failed,payload_too_large,False,reduce_payload
EVT_003226,recovered,customer_endpoint_down,False,none
EVT_003420,failed,endpoint_deleted,False,contact_customer
EVT_003657,failed,payload_too_large,False,reduce_payload
EVT_001310,expired,customer_endpoint_down,False,notify_customer
EVT_000726,failed,payload_too_large,False,reduce_payload
EVT_004946,recovered,customer_endpoint_down,False,none
EVT_004232,recovered,customer_endpoint_down,False,none
EVT_004275,recovered,customer_endpoint_down,False,none
EVT_000609,failed,customer_endpoint_down,True,replay_after_fix
EVT_003752,failed,payload_too_large,False,reduce_payload
EVT_003354,failed,endpoint_deleted,False,contact_customer
EVT_004478,recovered,customer_endpoint_down,False,none
EVT_001720,recovered,customer_endpoint_down,False,none
EVT_001362,failed,endpoint_deleted,False,contact_customer
EVT_003793,delivered,none,False,none
EVT_003049,failed,payload_too_large,False,reduce_payload
EVT_004199,failed,payload_too_large,False,reduce_payload
EVT_004533,failed,payload_too_large,False,reduce_payload
EVT_000936,duplicate,duplicate_event,False,investigate_idempotency
EVT_003966,failed,payload_too_large,False,reduce_payload
EVT_003459,recovered,rate_limited,False,none
EVT_000934,failed,payload_too_large,False,reduce_payload
EVT_000066,failed,payload_too_large,False,reduce_payload
EVT_004542,failed,endpoint_deleted,False,contact_customer
EVT_004405,failed,customer_endpoint_down,True,replay_after_fix
EVT_000346,recovered,malformed_response,False,none
EVT_002981,delivered,none,False,none
EVT_000794,failed,payload_too_large,False,reduce_payload
EVT_003709,failed,customer_endpoint_down,True,replay_after_fix
EVT_003938,failed,payload_too_large,False,reduce_payload
EVT_000370,failed,payload_too_large,False,reduce_payload
EVT_002178,failed,endpoint_deleted,False,contact_customer
EVT_002941,delivered,none,False,none
EVT_000885,delivered,none,False,none
EVT_003670,failed,payload_too_large,False,reduce_payload
EVT_000087,recovered,customer_endpoint_down,False,none
EVT_000758,delivered,none,False,none
EVT_002475,failed,endpoint_deleted,False,contact_customer
EVT_002197,failed,endpoint_deleted,False,contact_customer
EVT_002715,expired,customer_endpoint_down,False,notify_customer
EVT_002656,delivered,none,False,none
EVT_002541,failed,payload_too_large,False,reduce_payload
EVT_003494,failed,payload_too_large,False,reduce_payload
EVT_002043,failed,payload_too_large,False,reduce_payload
EVT_003401,delivered,none,False,none
EVT_003033,failed,payload_too_large,False,reduce_payload
EVT_004712,recovered,malformed_response,False,none
EVT_002736,failed,payload_too_large,False,reduce_payload
EVT_002710,failed,endpoint_deleted,False,contact_customer
EVT_002718,failed,payload_too_large,False,reduce_payload
EVT_004655,delivered,none,False,none
EVT_003450,delivered,none,False,none
EVT_000304,recovered,invalid_signature,False,none
EVT_003417,failed,payload_too_large,False,reduce_payload
EVT_003270,failed,payload_too_large,False,reduce_payload
EVT_000059,failed,endpoint_deleted,False,contact_customer
EVT_004058,failed,payload_too_large,False,reduce_payload
EVT_002556,failed,payload_too_large,False,reduce_payload
EVT_001733,failed,payload_too_large,False,reduce_payload
EVT_003315,failed,payload_too_large,False,reduce_payload
EVT_003831,failed,customer_endpoint_down,True,replay_after_fix
EVT_002562,recovered,customer_endpoint_down,False,none
EVT_002984,delivered,none,False,none
EVT_001481,recovered,customer_endpoint_down,False,none
EVT_001611,delivered,none,False,none
EVT_004716,recovered,invalid_signature,False,none
EVT_002903,failed,endpoint_deleted,False,contact_customer
EVT_004194,failed,customer_endpoint_down,True,replay_after_fix
EVT_000369,failed,endpoint_deleted,False,contact_customer
EVT_003910,recovered,rate_limited,False,none
EVT_004964,failed,payload_too_large,False,reduce_payload
EVT_002761,failed,endpoint_deleted,False,contact_customer
EVT_000992,recovered,customer_endpoint_down,False,none
EVT_001097,delivered,none,False,none
EVT_002635,failed,endpoint_deleted,False,contact_customer
EVT_001703,failed,customer_endpoint_down,True,replay_after_fix
EVT_003661,delivered,none,False,none
EVT_004461,failed,payload_too_large,False,reduce_payload
EVT_002105,delivered,none,False,none
EVT_001922,failed,payload_too_large,False,reduce_payload
EVT_003698,failed,payload_too_large,False,reduce_payload
EVT_003127,delivered,none,False,none
EVT_004721,recovered,invalid_signature,False,none
EVT_003101,failed,endpoint_deleted,False,contact_customer
EVT_001306,recovered,customer_endpoint_down,False,none
EVT_000331,failed,payload_too_large,False,reduce_payload
EVT_001177,failed,endpoint_deleted,False,contact_customer
EVT_003914,duplicate,duplicate_event,False,investigate_idempotency
EVT_000669,failed,payload_too_large,False,reduce_payload
EVT_004024,expired,customer_endpoint_down,False,notify_customer
EVT_003984,expired,customer_endpoint_down,False,notify_customer
EVT_002918,failed,payload_too_large,False,reduce_payload
EVT_002875,recovered,invalid_signature,False,none
EVT_003481,recovered,invalid_signature,False,none
EVT_004877,failed,endpoint_deleted,False,contact_customer
EVT_002118,failed,payload_too_large,False,reduce_payload
EVT_003604,recovered,customer_endpoint_down,False,none
EVT_003306,recovered,rate_limited,False,none
EVT_003227,failed,payload_too_large,False,reduce_payload
EVT_002760,duplicate,duplicate_event,False,investigate_idempotency
EVT_004645,failed,payload_too_large,False,reduce_payload
EVT_002648,failed,customer_endpoint_down,True,replay_after_fix
EVT_003874,failed,payload_too_large,False,reduce_payload
EVT_001656,recovered,customer_endpoint_down,False,none
EVT_001479,recovered,customer_endpoint_down,False,none
EVT_000678,failed,customer_endpoint_down,True,replay_after_fix
EVT_000367,recovered,invalid_signature,False,none
EVT_003133,failed,payload_too_large,False,reduce_payload
EVT_000434,failed,payload_too_large,False,reduce_payload
EVT_001099,failed,payload_too_large,False,reduce_payload
EVT_002054,failed,payload_too_large,False,reduce_payload
EVT_002649,failed,payload_too_large,False,reduce_payload
EVT_001981,failed,payload_too_large,False,reduce_payload
EVT_003997,failed,endpoint_deleted,False,contact_customer
EVT_000385,recovered,customer_endpoint_down,False,none
EVT_002402,failed,payload_too_large,False,reduce_payload
EVT_002540,recovered,customer_endpoint_down,False,none
EVT_002470,failed,payload_too_large,False,reduce_payload
EVT_000995,failed,customer_endpoint_down,True,replay_after_fix
EVT_001196,failed,customer_endpoint_down,True,replay_after_fix
EVT_000143,failed,customer_endpoint_down,True,replay_after_fix
EVT_000443,expired,customer_endpoint_down,False,notify_customer
EVT_003524,delivered,none,False,none
EVT_000043,failed,endpoint_deleted,False,contact_customer
EVT_003371,failed,endpoint_deleted,False,contact_customer
EVT_003514,failed,customer_endpoint_down,True,replay_after_fix
EVT_003181,failed,endpoint_deleted,False,contact_customer
EVT_001332,failed,endpoint_deleted,False,contact_customer
EVT_003403,recovered,malformed_response,False,none
EVT_003409,failed,payload_too_large,False,reduce_payload
EVT_003983,delivered,none,False,none
EVT_000522,failed,customer_endpoint_down,True,replay_after_fix
EVT_003687,expired,customer_endpoint_down,False,notify_customer
EVT_002378,delivered,none,False,none
EVT_004336,recovered,rate_limited,False,none
EVT_002902,failed,payload_too_large,False,reduce_payload
EVT_001451,failed,endpoint_deleted,False,contact_customer
EVT_004167,recovered,customer_endpoint_down,False,none
EVT_000986,failed,payload_too_large,False,reduce_payload
EVT_001680,recovered,customer_endpoint_down,False,none
EVT_003899,delivered,none,False,none
EVT_003648,failed,payload_too_large,False,reduce_payload
EVT_002241,failed,payload_too_large,False,reduce_payload
EVT_004243,failed,endpoint_deleted,False,contact_customer
EVT_004527,failed,payload_too_large,False,reduce_payload
EVT_000053,failed,payload_too_large,False,reduce_payload
EVT_003735,failed,endpoint_deleted,False,contact_customer
EVT_003689,recovered,customer_endpoint_down,False,none
EVT_004433,recovered,invalid_signature,False,none
EVT_002836,failed,payload_too_large,False,reduce_payload
EVT_002028,failed,payload_too_large,False,reduce_payload
EVT_004036,recovered,customer_endpoint_down,False,none
EVT_001537,recovered,customer_endpoint_down,False,none
EVT_004084,delivered,none,False,none
EVT_001420,failed,endpoint_deleted,False,contact_customer
EVT_000625,failed,payload_too_large,False,reduce_payload
EVT_000837,failed,malformed_response,True,replay_after_fix
EVT_003347,delivered,none,False,none
EVT_000972,failed,payload_too_large,False,reduce_payload
EVT_004996,delivered,none,False,none
EVT_002960,failed,customer_endpoint_down,True,replay_after_fix
EVT_004823,failed,customer_endpoint_down,True,replay_after_fix
EVT_000733,failed,customer_endpoint_down,True,replay_after_fix
EVT_000685,recovered,customer_endpoint_down,False,none
EVT_002333,failed,endpoint_deleted,False,contact_customer
EVT_000896,recovered,malformed_response,False,none
EVT_001035,recovered,malformed_response,False,none
EVT_000545,failed,payload_too_large,False,reduce_payload
EVT_002341,recovered,malformed_response,False,none
EVT_001571,recovered,invalid_signature,False,none
EVT_003145,failed,endpoint_deleted,False,contact_customer
EVT_000583,failed,endpoint_deleted,False,contact_customer
EVT_004722,delivered,none,False,none
EVT_002900,failed,payload_too_large,False,reduce_payload
EVT_003810,recovered,customer_endpoint_down,False,none
EVT_004565,failed,payload_too_large,False,reduce_payload
EVT_003332,failed,endpoint_deleted,False,contact_customer
EVT_003025,failed,payload_too_large,False,reduce_payload
EVT_000876,duplicate,duplicate_event,False,investigate_idempotency
EVT_004211,delivered,none,False,none
EVT_001052,failed,customer_endpoint_down,True,replay_after_fix
EVT_003486,failed,endpoint_deleted,False,contact_customer
EVT_001339,failed,payload_too_large,False,reduce_payload
EVT_003921,duplicate,duplicate_event,False,investigate_idempotency
EVT_004136,recovered,invalid_signature,False,none
EVT_004272,recovered,customer_endpoint_down,False,none
EVT_004874,failed,endpoint_deleted,False,contact_customer
EVT_000140,delivered,none,False,none
EVT_002674,failed,endpoint_deleted,False,contact_customer
EVT_004893,failed,endpoint_deleted,False,contact_customer
EVT_002637,failed,payload_too_large,False,reduce_payload
EVT_001716,recovered,customer_endpoint_down,False,none
EVT_003600,recovered,customer_endpoint_down,False,none
EVT_002743,failed,endpoint_deleted,False,contact_customer
EVT_000926,failed,customer_endpoint_down,True,replay_after_fix
EVT_001467,failed,customer_endpoint_down,True,replay_after_fix
EVT_004770,failed,endpoint_deleted,False,contact_customer
EVT_003342,recovered,customer_endpoint_down,False,none
EVT_003156,failed,customer_endpoint_down,True,replay_after_fix
EVT_001686,recovered,invalid_signature,False,none
EVT_001759,recovered,customer_endpoint_down,False,none
EVT_002841,failed,payload_too_large,False,reduce_payload
EVT_002701,delivered,none,False,none
EVT_001190,failed,customer_endpoint_down,True,replay_after_fix
EVT_003278,failed,endpoint_deleted,False,contact_customer
EVT_000724,failed,endpoint_deleted,False,contact_customer
EVT_000658,failed,endpoint_deleted,False,contact_customer
EVT_004694,expired,customer_endpoint_down,False,notify_customer
EVT_004112,failed,customer_endpoint_down,True,replay_after_fix
EVT_001882,duplicate,duplicate_event,False,investigate_idempotency
EVT_000595,recovered,customer_endpoint_down,False,none
EVT_000760,delivered,none,False,none
EVT_000823,recovered,customer_endpoint_down,False,none
EVT_000920,failed,payload_too_large,False,reduce_payload
EVT_004521,failed,payload_too_large,False,reduce_payload
EVT_003577,failed,endpoint_deleted,False,contact_customer
EVT_004189,recovered,customer_endpoint_down,False,none
EVT_004153,failed,payload_too_large,False,reduce_payload
EVT_001188,recovered,invalid_signature,False,none
EVT_004269,failed,customer_endpoint_down,True,replay_after_fix
EVT_002690,failed,customer_endpoint_down,True,replay_after_fix
EVT_000472,failed,payload_too_large,False,reduce_payload
EVT_004327,recovered,invalid_signature,False,none
EVT_003410,failed,payload_too_large,False,reduce_payload
EVT_002975,duplicate,duplicate_event,False,investigate_idempotency
EVT_001378,failed,endpoint_deleted,False,contact_customer
EVT_000667,expired,customer_endpoint_down,False,notify_customer
EVT_003386,failed,endpoint_deleted,False,contact_customer
EVT_000602,recovered,customer_endpoint_down,False,none
EVT_003275,failed,endpoint_deleted,False,contact_customer
EVT_001895,failed,endpoint_deleted,False,contact_customer
EVT_004678,failed,payload_too_large,False,reduce_payload
EVT_004816,delivered,none,False,none
EVT_000948,recovered,malformed_response,False,none
EVT_004684,failed,customer_endpoint_down,True,replay_after_fix
EVT_001676,failed,payload_too_large,False,reduce_payload
EVT_004553,failed,endpoint_deleted,False,contact_customer
EVT_001426,delivered,none,False,none
EVT_001901,failed,endpoint_deleted,False,contact_customer
EVT_003929,failed,endpoint_deleted,False,contact_customer
EVT_004264,failed,payload_too_large,False,reduce_payload
EVT_003422,failed,payload_too_large,False,reduce_payload
EVT_004411,failed,payload_too_large,False,reduce_payload
EVT_001491,recovered,invalid_signature,False,none
EVT_004563,delivered,none,False,none
EVT_003839,failed,customer_endpoint_down,True,replay_after_fix
EVT_004932,recovered,customer_endpoint_down,False,none
EVT_001411,recovered,invalid_signature,False,none
EVT_000068,recovered,invalid_signature,False,none
EVT_000842,delivered,none,False,none
EVT_002298,recovered,customer_endpoint_down,False,none
EVT_000914,failed,endpoint_deleted,False,contact_customer
EVT_003222,failed,payload_too_large,False,reduce_payload
EVT_003647,recovered,rate_limited,False,none
EVT_001392,failed,payload_too_large,False,reduce_payload
EVT_001437,failed,payload_too_large,False,reduce_payload
EVT_000425,failed,payload_too_large,False,reduce_payload
EVT_001783,failed,payload_too_large,False,reduce_payload
EVT_000622,failed,endpoint_deleted,False,contact_customer
EVT_004387,failed,payload_too_large,False,reduce_payload
EVT_002708,failed,payload_too_large,False,reduce_payload
EVT_002084,failed,payload_too_large,False,reduce_payload
EVT_001475,failed,payload_too_large,False,reduce_payload
EVT_004943,failed,payload_too_large,False,reduce_payload
EVT_001239,failed,payload_too_large,False,reduce_payload
EVT_002817,failed,endpoint_deleted,False,contact_customer
EVT_000154,failed,payload_too_large,False,reduce_payload
EVT_004070,recovered,customer_endpoint_down,False,none
EVT_000221,failed,endpoint_deleted,False,contact_customer
EVT_004579,failed,payload_too_large,False,reduce_payload
EVT_000401,failed,payload_too_large,False,reduce_payload
EVT_004026,recovered,customer_endpoint_down,False,none
EVT_003652,failed,payload_too_large,False,reduce_payload
EVT_001939,failed,endpoint_deleted,False,contact_customer
EVT_000515,delivered,none,False,none
EVT_002774,failed,payload_too_large,False,reduce_payload
EVT_004040,failed,endpoint_deleted,False,contact_customer
EVT_000491,delivered,none,False,none
EVT_001624,failed,customer_endpoint_down,True,replay_after_fix
EVT_002607,failed,payload_too_large,False,reduce_payload
EVT_001186,failed,malformed_response,True,replay_after_fix
EVT_001701,delivered,none,False,none
EVT_004503,failed,payload_too_large,False,reduce_payload
EVT_002793,failed,payload_too_large,False,reduce_payload
EVT_002184,failed,endpoint_deleted,False,contact_customer
EVT_001758,recovered,customer_endpoint_down,False,none
EVT_002154,delivered,none,False,none
EVT_003374,failed,payload_too_large,False,reduce_payload
EVT_004688,failed,payload_too_large,False,reduce_payload
EVT_002578,delivered,none,False,none
EVT_004508,expired,customer_endpoint_down,False,notify_customer
EVT_004365,recovered,rate_limited,False,none
EVT_004145,delivered,none,False,none
EVT_002229,failed,payload_too_large,False,reduce_payload
EVT_004927,delivered,none,False,none
EVT_000957,failed,payload_too_large,False,reduce_payload
EVT_002380,failed,endpoint_deleted,False,contact_customer
EVT_004979,failed,payload_too_large,False,reduce_payload
